date,progyear,name,bnp,al,kpi,ranta,kpif,fso,u_def,p_def
2010-11-17,2011,LO,"3,10","8,30","1,70","1,50","1,40",,EU,KPIF
2011-04-01,2012,LO,"3,00","7,20","2,10",,"1,50",,EU,KPIF
2011-12-01,2012,LO,"1,30","8,00","1,80",,"1,20",,EU,KPIF
2012-05-03,2013,LO,"2,50","7,90","1,30","1,50","1,50",,EU,KPIF
2012-11-16,2013,LO,"1,40","8,50","0,60","1,00","1,10",,EU,KPIF
2013-04-24,2014,LO,"2,10","8,40","1,10","1,00","1,40",,EU,KPIF
2013-11-19,2014,LO,"2,30","8,00","0,90","1,00","1,30",,EU,KPIF
2014-05-05,2015,LO,"1,90","8,10","0,90","1,30","1,10",,EU,KPIF
2014-11-25,2015,LO,"2,10","7,70","0,40","0,00","0,90",,EU,KPIF
1994-03-01,1994,NO,"2,50","8,00","1,80",,,,OPEN,KPIZZZ
1994-06-01,1994,NO,"2,10","8,00","2,10",,,,OPEN,KPIZZZ
1994-09-01,1994,NO,"1,00","7,90","2,50",,,,OPEN,KPIZZZ
1994-11-01,1994,NO,"1,50","7,90","2,40",,,,OPEN,KPIZZZ
1994-12-01,1994,NO,"1,50","7,90","2,40",,,,OPEN,KPIZZZ
1995-02-01,1995,NO,"2,00","7,20","3,30",,,,OPEN,KPIZZZ
1995-06-01,1995,NO,"1,70","7,70","3,20",,,,OPEN,KPIZZZ
1995-08-01,1995,NO,"2,40","7,70","3,10",,,,OPEN,KPIZZZ
1995-11-01,1995,NO,"3,30","7,70","2,90",,,,OPEN,KPIZZZ
1996-03-01,1996,NO,"0,80","7,30","1,70",,,,OPEN,KPIZZZ
1996-05-01,1996,NO,"0,30","7,60","1,70",,,,OPEN,KPIZZZ
1996-06-01,1996,NO,"0,30","7,60","1,70",,,,OPEN,KPIZZZ
1996-08-01,1996,NO,"1,30","7,70","1,20",,,,OPEN,KPIZZZ
1996-11-01,1996,NO,"1,50","7,90","0,80",,,,OPEN,KPIZZZ
1997-04-01,1997,NO,"1,70","8,40","0,50",,,,OPEN,KPIZZZ
1997-05-01,1997,NO,"1,70","8,40","0,50",,,,OPEN,KPIZZZ
1997-09-01,1997,NO,"2,10","8,40","1,00",,,,OPEN,KPIZZZ
1997-11-01,1997,NO,"1,90","8,10","1,10",,,,OPEN,KPIZZZ
1998-02-01,1998,NO,"2,70","7,40","1,50",,,,OPEN,KPIZZZ
1998-04-01,1998,NO,"3,10","6,70","0,80",,,,OPEN,KPIZZZ
1998-11-01,1998,NO,"3,00","6,60","0,40",,,,OPEN,KPIZZZ
1999-01-01,1999,NO,"1,80","6,30","0,10",,,,OPEN,KPIZZZ
1999-04-01,1999,NO,"2,50","6,00","0,40",,,,OPEN,KPIZZZ
1999-08-01,1999,NO,"3,60","5,60","0,30",,,,OPEN,KPIZZZ
1999-10-01,1999,NO,"3,50","5,40","0,30",,,,OPEN,KPIZZZ
2000-02-01,2000,NO,"3,60","4,80","1,90",,,,OPEN,KPIZZZ
2000-05-01,2000,NO,"4,30","5,00","1,50",,,,OPEN,KPIZZZ
2000-09-01,2000,NO,"4,10","4,90","1,20",,,,OPEN,KPIZZZ
2000-11-01,2000,NO,"4,00","4,70","1,30",,,,OPEN,KPIZZZ
2001-02-01,2001,NO,"2,60","4,40","1,30",,,,OPEN,KPIZZZ
2001-05-01,2001,NO,"2,30","3,90","1,80",,,,OPEN,KPIZZZ
2001-08-01,2001,NO,"1,50","4,10","2,50",,,,OPEN,KPIZZZ
2001-11-01,2001,NO,"1,50","4,00","2,60",,,,OPEN,KPIZZZ
2002-01-01,2002,NO,"1,30","4,50","1,80",,,,OPEN,KPIZZZ
2002-05-01,2002,NO,"1,60","4,10","2,30",,,,OPEN,KPIZZZ
2002-08-01,2002,NO,"1,90","4,00","2,30",,,,OPEN,KPIZZZ
2002-11-01,2002,NO,"1,60","4,00","2,40",,,,OPEN,KPIZZZ
2003-01-01,2003,NO,"2,10","4,20","2,30",,,,OPEN,KPIZZZ
2003-05-01,2003,NO,"1,50","4,50","2,40",,,,OPEN,KPIZZZ
2003-09-01,2003,NO,"1,60","4,80","2,10",,,,OPEN,KPIZZZ
2003-11-01,2003,NO,"1,50","4,70","2,20",,,,OPEN,KPIZZZ
2004-01-01,2004,NO,"2,50","5,10","0,90",,,,OPEN,KPIZZZ
2004-05-01,2004,NO,"2,70","5,40","0,40",,,,OPEN,KPIZZZ
2004-09-01,2004,NO,"3,40","5,70","0,60",,,,OPEN,KPIZZZ
2005-02-01,2005,NO,"3,40","5,10","0,60",,,,OPEN,KPIZZZ
2005-05-01,2005,NO,"3,20","5,10","0,40",,,,OPEN,KPIZZZ
2005-09-01,2005,NO,"2,30","5,70","0,50",,,,OPEN,KPIZZZ
2005-11-01,2005,NO,"2,60","5,80","0,50",,,,OPEN,KPIZZZ
2006-02-08,2006,NO,"3,60","5,00","1,30",,,,OPEN,KPIZZZ
2006-04-27,2006,NO,"3,60","5,20","1,10",,,,OPEN,KPIZZZ
2006-11-08,2006,NO,"4,10","5,40","1,30",,,,OPEN,KPIZZZ
2007-01-12,2007,NO,"3,40","5,30","1,40",,,,OPEN,KPIZZZ
2007-05-22,2007,NO,"3,30","4,80","1,90",,"0,90",,OPEN,KPIX
2007-09-05,2007,NO,"3,30","4,50","1,90",,"1,00",,OPEN,KPIX
2008-01-21,2008,NO,"2,10","5,70","3,20",,"2,60",,ILO,KPIX
2008-04-22,2008,NO,"2,10","5,90","3,10",,"2,40",,ILO,KPIX
2008-09-02,2008,NO,"1,50","6,00","3,80",,"3,00",,ILO,KPIF
2008-11-05,2008,NO,"1,10","6,10","3,60",,,,ILO,KPIZZZ
2009-01-20,2009,NO,"-1,50","7,70","-0,10",,"1,40",,ILO,KPIF
2009-05-11,2009,NO,"-3,80","8,60","-0,50",,"1,60",,EU,KPIF
2009-09-01,2009,NO,"-4,20","8,60","-0,30",,"1,90",,EU,KPIF
2010-01-19,2010,NO,"3,20","9,00","1,70",,"1,70",,EU,KPIF
2010-05-04,2010,NO,"2,80","8,90","1,20","1,75","1,90",,EU,KPIF
2010-09-01,2010,NO,"4,20","8,40","1,10","1,25","1,90",,EU,KPIF
2011-01-01,2011,NO,"4,50","7,30","2,70","2,50","1,80",,EU,KPIF
2011-05-01,2011,NO,"4,70","7,30","3,20","2,80","1,70",,EU,KPIF
2011-08-01,2011,NO,"4,20","7,50","3,00","2,00","1,50",,EU,KPIF
2011-12-01,2011,NO,"4,50","7,50","3,00",,"1,40",,EU,KPIF
2012-03-27,2012,NO,"-0,30","7,90","1,10","0,75","1,20",,EU,KPIF
2012-06-07,2012,NO,"0,40","7,70","1,30","1,00","1,30",,EU,KPIF
2012-09-04,2012,NO,"1,20","7,70","1,20","1,25","1,10",,EU,KPIF
2012-12-04,2012,NO,"0,80","7,70","0,90","1,00","1,00",,EU,KPIF
2013-03-19,2013,NO,"1,30","8,30","0,20","1,00","1,00",,EU,KPIF
2013-06-11,2013,NO,"1,50","8,30","0,00","1,00","0,90",,EU,KPIF
2013-09-04,2013,NO,"1,30","8,00","0,10","1,00","1,00",,EU,KPIF
2013-12-04,2013,NO,"1,00","8,00","0,00","1,00","0,90",,EU,KPIF
2014-03-12,2014,NO,"2,80","7,90","0,40","1,00","0,80",,EU,KPIF
2014-06-04,2014,NO,"2,60","8,00","-0,10","0,50","0,50",,EU,KPIF
2014-09-03,2014,NO,"1,90","7,90","0,00","0,25","0,60",,EU,KPIF
2014-12-02,2014,NO,"1,80","7,90","-0,20","0,00","0,50",,EU,KPIF
1994-03-01,1995,NO,"3,50","7,50","2,50",,,,OPEN,KPIZZZ
1994-06-01,1995,NO,"3,50","7,50","2,50",,,,OPEN,KPIZZZ
1994-09-01,1995,NO,"2,00","7,50","3,20",,,,OPEN,KPIZZZ
1994-11-01,1995,NO,"2,50","7,20","3,30",,,,OPEN,KPIZZZ
1994-12-01,1995,NO,"2,50","7,20","3,30",,,,OPEN,KPIZZZ
1995-02-01,1996,NO,"2,70","6,50","3,50",,,,OPEN,KPIZZZ
1995-06-01,1996,NO,"2,30","7,00","3,30",,,,OPEN,KPIZZZ
1995-08-01,1996,NO,"2,40","7,30","3,10",,,,OPEN,KPIZZZ
1995-11-01,1996,NO,"2,10","7,50","2,60",,,,OPEN,KPIZZZ
1996-03-01,1997,NO,"1,30","6,70","2,00",,,,OPEN,KPIZZZ
1996-05-01,1997,NO,"1,10","7,30","2,40",,,,OPEN,KPIZZZ
1996-06-01,1997,NO,"1,10","7,30","2,40",,,,OPEN,KPIZZZ
1996-08-01,1997,NO,"1,80","7,30","2,00",,,,OPEN,KPIZZZ
1996-11-01,1997,NO,"1,90","7,50","1,30",,,,OPEN,KPIZZZ
1997-04-01,1998,NO,"3,50","7,40","2,10",,,,OPEN,KPIZZZ
1997-05-01,1998,NO,"3,50","7,40","2,10",,,,OPEN,KPIZZZ
1997-09-01,1998,NO,"3,60","7,40","2,20",,,,OPEN,KPIZZZ
1997-11-01,1998,NO,"3,20","7,10","2,30",,,,OPEN,KPIZZZ
1998-02-01,1999,NO,"3,00","6,80","1,90",,,,OPEN,KPIZZZ
1998-04-01,1999,NO,"3,30","6,10","1,40",,,,OPEN,KPIZZZ
1998-11-01,1999,NO,"2,60","6,20","0,60",,,,OPEN,KPIZZZ
1999-01-01,2000,NO,"1,90","6,10","1,00",,,,OPEN,KPIZZZ
1999-04-01,2000,NO,"2,80","5,80","0,90",,,,OPEN,KPIZZZ
1999-08-01,2000,NO,"3,10","5,20","1,00",,,,OPEN,KPIZZZ
1999-10-01,2000,NO,"3,60","4,70","1,70",,,,OPEN,KPIZZZ
2000-02-01,2001,NO,"3,20","4,30","2,10",,,,OPEN,KPIZZZ
2000-05-01,2001,NO,"3,30","4,60","2,00",,,,OPEN,KPIZZZ
2000-09-01,2001,NO,"3,60","4,40","1,40",,,,OPEN,KPIZZZ
2000-11-01,2001,NO,"3,80","4,30","1,40",,,,OPEN,KPIZZZ
2001-02-01,2002,NO,"3,40","3,90","1,80",,,,OPEN,KPIZZZ
2001-05-01,2002,NO,"3,20","3,70","1,50",,,,OPEN,KPIZZZ
2001-08-01,2002,NO,"2,50","4,30","1,70",,,,OPEN,KPIZZZ
2001-11-01,2002,NO,"1,50","4,40","1,60",,,,OPEN,KPIZZZ
2002-01-01,2003,NO,"3,40","4,30","1,70",,,,OPEN,KPIZZZ
2002-05-01,2003,NO,"3,10","3,80","1,90",,,,OPEN,KPIZZZ
2002-08-01,2003,NO,"2,60","3,70","2,10",,,,OPEN,KPIZZZ
2002-11-01,2003,NO,"2,00","4,10","2,10",,,,OPEN,KPIZZZ
2003-01-01,2004,NO,"2,90","4,10","2,10",,,,OPEN,KPIZZZ
2003-05-01,2004,NO,"2,70","4,40","1,90",,,,OPEN,KPIZZZ
2003-09-01,2004,NO,"2,50","4,60","1,50",,,,OPEN,KPIZZZ
2003-11-01,2004,NO,"2,50","4,70","1,20",,,,OPEN,KPIZZZ
2004-01-01,2005,NO,"2,90","4,90","2,00",,,,OPEN,KPIZZZ
2004-05-01,2005,NO,"3,00","5,10","1,50",,,,OPEN,KPIZZZ
2004-09-01,2005,NO,"3,20","5,30","1,40",,,,OPEN,KPIZZZ
2005-02-01,2006,NO,"3,00","4,40","2,00",,,,OPEN,KPIZZZ
2005-05-01,2006,NO,"3,30","4,40","1,50",,,,OPEN,KPIZZZ
2005-09-01,2006,NO,"3,20","5,00","1,20",,,,OPEN,KPIZZZ
2005-11-01,2006,NO,"3,40","5,20","1,30",,,,OPEN,KPIZZZ
2006-02-08,2007,NO,"2,80","4,80","2,00",,,,OPEN,KPIZZZ
2006-04-27,2007,NO,"2,90","4,90","1,60",,,,OPEN,KPIZZZ
2006-11-08,2007,NO,"3,40","5,40","1,90",,,,OPEN,KPIZZZ
2007-01-12,2008,NO,"2,50","6,60","1,30",,,,ILO,KPIZZZ
2007-05-22,2008,NO,"2,80","6,00","1,40",,"1,30",,ILO,KPIX
2007-09-05,2008,NO,"2,60","5,60","1,70",,"1,50",,ILO,KPIX
2008-01-21,2009,NO,"2,00","5,70","2,20",,"1,90",,ILO,KPIX
2008-04-22,2009,NO,"1,50","6,40","1,90",,"1,90",,ILO,KPIX
2008-09-02,2009,NO,"1,00","6,50","2,60",,"2,70",,ILO,KPIF
2008-11-05,2009,NO,"-0,50","6,90","1,40",,,,ILO,KPIZZZ
2009-01-20,2010,NO,"1,30","8,70","1,10",,"1,40",,ILO,KPIF
2009-05-11,2010,NO,"1,80","10,40","1,10",,"1,40",,EU,KPIF
2009-09-01,2010,NO,"2,80","10,20","1,60",,"1,60",,EU,KPIF
2010-01-19,2011,NO,"2,40","8,90","2,40",,"1,20",,EU,KPIF
2010-05-04,2011,NO,"2,60","8,50","2,30",,"1,20",,EU,KPIF
2010-09-01,2011,NO,"2,80","7,70","2,00","2,00","1,40",,EU,KPIF
2011-01-01,2012,NO,"2,80","6,80","3,00","3,50","1,80",,EU,KPIF
2011-05-01,2012,NO,"2,30","6,80","3,00","3,50","1,90",,EU,KPIF
2011-08-01,2012,NO,"0,80","7,80","1,80","1,50","1,80",,EU,KPIF
2011-12-01,2012,NO,"0,00","8,00","1,30",,"1,30",,EU,KPIF
2012-03-27,2013,NO,"1,80","8,10","1,60","1,75","1,60",,EU,KPIF
2012-06-07,2013,NO,"1,80","8,00","1,60","1,75","1,60",,EU,KPIF
2012-09-04,2013,NO,"1,80","8,00","1,20","1,50","1,50",,EU,KPIF
2012-12-04,2013,NO,"0,80","8,40","0,30","0,75","1,10",,EU,KPIF
2013-03-19,2014,NO,"2,60","8,20","1,50","1,50","1,40",,EU,KPIF
2013-06-11,2014,NO,"2,50","8,30","1,40","1,50","1,30",,EU,KPIF
2013-09-04,2014,NO,"2,50","7,80","1,30","1,50","1,20",,EU,KPIF
2013-12-04,2014,NO,"2,40","7,70","0,90","1,50","1,10",,EU,KPIF
2014-03-12,2015,NO,"2,50","7,60","2,10","1,50","1,50",,EU,KPIF
2014-06-04,2015,NO,"2,70","7,80","1,40","1,30","1,30",,EU,KPIF
2014-09-03,2015,NO,"2,50","7,60","1,10","0,25","1,40",,EU,KPIF
2014-12-02,2015,NO,"2,50","7,70","0,30","0,00","0,90",,EU,KPIF
1994-03-01,1994,RB,,,"2,90",,,,OPEN,KPIZZZ
1994-06-01,1994,RB,,,"2,00",,,,OPEN,KPIZZZ
1994-09-01,1994,RB,,,"2,60",,,,OPEN,KPIZZZ
1994-12-01,1994,RB,,,"2,40",,,,OPEN,KPIZZZ
1995-03-01,1995,RB,,,"3,20",,,,OPEN,KPIZZZ
1995-06-01,1995,RB,,,"3,20",,,,OPEN,KPIZZZ
1995-09-01,1995,RB,,,"3,20",,,,OPEN,KPIZZZ
1995-12-01,1995,RB,,,"3,00",,,,OPEN,KPIZZZ
1996-03-01,1996,RB,,,"1,80",,,,OPEN,KPIZZZ
1996-06-01,1996,RB,"1,60","7,60","1,60",,,,OPEN,KPIZZZ
1996-10-01,1996,RB,"1,50","7,80","1,00",,,,OPEN,KPIZZZ
1996-12-01,1996,RB,"1,40","7,80","0,80",,,,OPEN,KPIZZZ
1997-03-01,1997,RB,"2,10","7,20","0,50",,,,OPEN,KPIZZZ
1997-06-01,1997,RB,"1,80","8,40","1,00",,,,OPEN,KPIZZZ
1997-10-01,1997,RB,"2,00","8,40","1,00",,,,OPEN,KPIZZZ
1997-12-01,1997,RB,"1,50","8,20","1,00",,,,OPEN,KPIZZZ
1998-03-01,1998,RB,"2,50","7,20","1,60",,,,OPEN,KPIZZZ
1998-06-01,1998,RB,"2,70","6,80","0,50",,,,OPEN,KPIZZZ
1998-10-01,1998,RB,"2,90","6,60","0,60",,,,OPEN,KPIZZZ
1998-12-01,1998,RB,"2,70","6,70","0,40",,,,OPEN,KPIZZZ
1999-03-01,1999,RB,"2,10","6,40","0,30",,"1,30",,OPEN,KPIX
1999-06-01,1999,RB,"2,50","5,80","0,20",,"1,40",,OPEN,KPIX
1999-10-01,1999,RB,"3,60","5,40","0,30",,"1,50",,OPEN,KPIX
1999-12-01,1999,RB,"3,40","5,60","0,30",,,,OPEN,KPIZZZ
2000-03-01,2000,RB,"4,00","4,50","1,40",,"1,60",,OPEN,KPIX
2000-06-01,2000,RB,"4,30","4,70","1,10",,"1,20",,OPEN,KPIX
2000-10-01,2000,RB,"4,00","4,70","1,20",,"1,40",,OPEN,KPIX
2000-12-01,2000,RB,"3,90","4,70","1,30",,"1,40",,OPEN,KPIX
2001-03-01,2001,RB,"2,40","4,20","1,60",,"1,50",,OPEN,KPIX
2001-06-01,2001,RB,"2,20","4,20","2,50",,"2,50",,OPEN,KPIX
2001-10-01,2001,RB,"1,30","4,10","2,60",,"2,80",,OPEN,KPIX
2001-12-01,2001,RB,"1,20","4,10","2,60",,"2,70",,OPEN,KPIX
2002-03-01,2002,RB,"1,60","4,40","2,30",,"2,60",,OPEN,KPIX
2002-06-01,2002,RB,"1,60","4,40","2,50",,,,OPEN,KPIZZZ
2002-10-01,2002,RB,"1,70","4,10","2,40",,"2,60",,OPEN,KPIX
2002-12-01,2002,RB,"1,50","4,00","2,40",,"2,50",,OPEN,KPIX
2003-03-01,2003,RB,"1,70","4,60","2,50",,"2,40",,OPEN,KPIX
2003-06-01,2003,RB,"1,20","4,80","2,20",,"2,30",,OPEN,KPIX
2003-10-01,2003,RB,"1,50","4,60","2,10",,"2,30",,OPEN,KPIX
2003-12-01,2003,RB,"1,50","4,80","2,10",,"2,30",,OPEN,KPIX
2004-03-01,2004,RB,"2,80","5,00","0,40",,"0,60",,OPEN,KPIX
2004-06-01,2004,RB,"2,90","5,50","0,40",,"0,90",,OPEN,KPIX
2004-10-01,2004,RB,"3,60","5,50","0,50",,"1,00",,OPEN,KPIX
2004-12-01,2004,RB,"3,60","5,50","0,50",,"1,00",,OPEN,KPIX
2005-03-01,2005,RB,"3,20","5,10","0,10",,"0,20",,OPEN,KPIX
2005-06-01,2005,RB,"1,90","5,20","0,30",,"0,50",,OPEN,KPIX
2005-10-01,2005,RB,"2,30","5,90","0,50",,"0,80",,OPEN,KPIX
2005-11-01,2005,RB,"2,40","5,90","0,40",,"0,80",,OPEN,KPIX
2006-02-23,2006,RB,"3,50","5,00","1,10",,"0,90",,OPEN,KPIX
2006-06-20,2006,RB,"3,70","5,50","1,50",,"1,30",,OPEN,KPIX
2006-10-20,2006,RB,"4,30","5,40","1,30",,"1,20",,OPEN,KPIX
2007-02-15,2007,RB,"3,50","5,10","1,50","3,54","0,70",,OPEN,KPIX
2007-06-19,2007,RB,"3,10","4,70","2,10","3,96","1,10",,OPEN,KPIX
2007-10-30,2007,RB,"3,10","4,60","2,10","4,06","1,10",,OPEN,KPIX
2007-12-19,2007,RB,"2,60",,"2,20",,"1,20",,OPEN,KPIX
2008-02-13,2008,RB,"2,40","5,90","3,40","4,35","2,50",,EU,KPIX
2008-04-23,2008,RB,"2,60","6,00","3,50","4,35","2,60",,EU,KPIX
2008-07-03,2008,RB,"2,10","5,90","3,90","4,92","3,10",,EU,KPIF
2008-09-04,2008,RB,"1,40","6,20","3,90","4,78","3,10",,EU,KPIF
2008-10-23,2008,RB,"1,20","6,20","3,70","3,63","2,80",,EU,KPIF
2008-12-04,2008,RB,"0,90","6,20","3,50",,"2,70",,EU,KPIF
2009-02-11,2009,RB,"-1,60","8,00","-0,50","0,80","1,60",,EU,KPIF
2009-04-21,2009,RB,"-4,50","8,70","-0,30","0,45","1,90",,EU,KPIF
2009-07-02,2009,RB,"-5,40","8,80","-0,20","0,25","1,90",,EU,KPIF
2009-09-03,2009,RB,"-4,90","8,60","-0,30","0,25","1,90",,EU,KPIF
2009-10-22,2009,RB,"-4,60","8,50","-0,40","0,25","1,80",,EU,KPIF
2009-12-16,2009,RB,"-4,50","8,50","-0,30",,"1,90",,EU,KPIF
2010-02-11,2010,RB,"2,50","9,40","1,60","0,89","1,90",,EU,KPIF
2010-04-20,2010,RB,"2,20","9,00","1,10","0,89","2,00",,EU,KPIF
2010-07-01,2010,RB,"3,80","8,90","1,20","1,09","2,00",,EU,KPIF
2010-09-02,2010,RB,"4,10","8,50","1,10","1,12","2,00",,EU,KPIF
2010-10-26,2010,RB,"4,80","8,40","1,20","1,13","2,00",,EU,KPIF
2010-12-15,2010,RB,"5,50","8,40","1,30",,"2,10",,EU,KPIF
2011-02-01,2011,RB,"4,40","7,30","2,50","2,37","1,90",,EU,KPIF
2011-04-01,2011,RB,"4,60","7,30","3,20","2,37","1,60",,EU,KPIF
2011-07-01,2011,RB,"4,40","7,40","3,10","2,41","1,60",,EU,KPIF
2011-09-01,2011,RB,"4,50","7,50","3,00","2,11","1,50",,EU,KPIF
2011-10-20,2011,RB,"4,20","7,50","3,00","2,02","1,50",,EU,KPIF
2011-12-20,2011,RB,"4,60","7,50","3,00",,"1,40",,EU,KPIF
2012-02-16,2012,RB,"0,70","7,70","1,40","1,50","1,10",,EU,KPIF
2012-04-18,2012,RB,"0,40","7,70","1,20","1,50","1,10",,EU,KPIF
2012-07-04,2012,RB,"0,60","7,60","1,10","1,42","1,00",,EU,KPIF
2012-09-06,2012,RB,"1,50","7,60","1,20","1,25","1,10",,EU,KPIF
2012-10-25,2012,RB,"0,90","7,70","0,90","1,21","1,00",,EU,KPIF
2012-12-18,2012,RB,"0,90","7,70","0,90","1,10","0,90",,EU,KPIF
2013-02-13,2013,RB,"1,20","8,10","0,40","1,14","1,00",,EU,KPIF
2013-04-17,2013,RB,"1,40","8,20","0,10","0,94","1,00",,EU,KPIF
2013-07-03,2013,RB,"1,50","8,20","0,10","0,94","0,90",,EU,KPIF
2013-09-05,2013,RB,"1,20","8,10","0,10","0,96","1,00",,EU,KPIF
2013-10-24,2013,RB,"0,70","8,00","0,00","0,95","0,90",,EU,KPIF
2013-12-17,2013,RB,"0,90","8,00","-0,10","0,75","0,80",,EU,KPIF
2014-02-13,2014,RB,"2,40","7,80","0,60","0,71","0,90",,EU,KPIF
2014-04-09,2014,RB,"2,70","7,90","0,20","0,65","0,70",,EU,KPIF
2014-07-03,2014,RB,"2,20","8,00","-0,10","0,22","0,60",,EU,KPIF
2014-09-04,2014,RB,"1,70","7,90","0,00","0,22","0,60",,EU,KPIF
2014-10-28,2014,RB,"1,90","7,90","-0,20","0,10","0,50",,EU,KPIF
2014-12-16,2014,RB,"1,80","7,90","-0,20","0,10","0,50",,EU,KPIF
1994-03-01,1995,RB,,,"2,90",,,,OPEN,KPIZZZ
1994-06-01,1995,RB,,,"3,10",,,,OPEN,KPIZZZ
1994-09-01,1995,RB,,,"3,50",,,,OPEN,KPIZZZ
1994-12-01,1995,RB,,,"3,50",,,,OPEN,KPIZZZ
1995-03-01,1996,RB,,,"3,90",,,,OPEN,KPIZZZ
1995-06-01,1996,RB,,,"3,50",,,,OPEN,KPIZZZ
1995-09-01,1996,RB,,,"3,50",,,,OPEN,KPIZZZ
1995-12-01,1996,RB,,,"3,10",,,,OPEN,KPIZZZ
1996-03-01,1997,RB,,,"2,40",,,,OPEN,KPIZZZ
1996-06-01,1997,RB,"1,80","7,50","2,30",,,,OPEN,KPIZZZ
1996-10-01,1997,RB,"2,50","6,90","1,70",,,,OPEN,KPIZZZ
1996-12-01,1997,RB,"2,60","6,90","1,00",,,,OPEN,KPIZZZ
1997-03-01,1998,RB,"3,10","6,70","2,00",,,,OPEN,KPIZZZ
1997-06-01,1998,RB,"3,10","7,60","2,00",,,,OPEN,KPIZZZ
1997-10-01,1998,RB,"3,00","7,60","2,00",,,,OPEN,KPIZZZ
1997-12-01,1998,RB,"2,80","7,20","2,00",,,,OPEN,KPIZZZ
1998-03-01,1999,RB,"2,90","6,30","2,10",,,,OPEN,KPIZZZ
1998-06-01,1999,RB,"3,00","6,10","0,90",,,,OPEN,KPIZZZ
1998-10-01,1999,RB,"2,80","6,00","0,80",,,,OPEN,KPIZZZ
1998-12-01,1999,RB,"2,10","6,40","0,60",,,,OPEN,KPIZZZ
1999-03-01,2000,RB,"2,50","6,30","1,00",,"1,80",,OPEN,KPIX
1999-06-01,2000,RB,"3,00","5,50","1,00",,"1,80",,OPEN,KPIX
1999-10-01,2000,RB,"3,80","4,60","1,10",,"1,80",,OPEN,KPIX
1999-12-01,2000,RB,"3,70","4,90","1,40",,"1,80",,OPEN,KPIX
2000-03-01,2001,RB,"3,50","3,90","1,60",,"1,80",,OPEN,KPIX
2000-06-01,2001,RB,"3,50","4,10","1,40",,"1,60",,OPEN,KPIX
2000-10-01,2001,RB,"3,70","4,00","1,40",,"1,50",,OPEN,KPIX
2000-12-01,2001,RB,"3,40","4,20","1,60",,"1,70",,OPEN,KPIX
2001-03-01,2002,RB,"2,40","4,20","1,90",,"1,90",,OPEN,KPIX
2001-06-01,2002,RB,"2,50","4,10","2,10",,"2,10",,OPEN,KPIX
2001-10-01,2002,RB,"2,20","4,10","2,00",,"2,40",,OPEN,KPIX
2001-12-01,2002,RB,"1,80","4,40","1,80",,"2,10",,OPEN,KPIX
2002-03-01,2003,RB,"3,00","4,30","2,20",,"2,10",,OPEN,KPIX
2002-06-01,2003,RB,"2,70","4,40","2,20",,,,OPEN,KPIZZZ
2002-10-01,2003,RB,"2,30","4,30","2,20",,"1,90",,OPEN,KPIX
2002-12-01,2003,RB,"2,10","4,30","2,10",,"1,90",,OPEN,KPIX
2003-03-01,2004,RB,"2,40","4,40","1,50",,"1,20",,OPEN,KPIX
2003-06-01,2004,RB,"2,40","4,70","1,30",,"1,10",,OPEN,KPIX
2003-10-01,2004,RB,"2,40","4,60","1,10",,"1,20",,OPEN,KPIX
2003-12-01,2004,RB,"2,40","4,80","1,10",,"1,10",,OPEN,KPIX
2004-03-01,2005,RB,"2,60","4,90","1,50",,"1,20",,OPEN,KPIX
2004-06-01,2005,RB,"2,80","5,20","1,20",,"1,10",,OPEN,KPIX
2004-10-01,2005,RB,"3,20","5,10","1,30",,"1,20",,OPEN,KPIX
2004-12-01,2005,RB,"3,00","5,20","1,20",,"1,30",,OPEN,KPIX
2005-03-01,2006,RB,"3,20","4,40","1,50",,"1,40",,OPEN,KPIX
2005-06-01,2006,RB,"2,70","4,90","1,20",,"1,10",,OPEN,KPIX
2005-10-01,2006,RB,"3,00","5,00","1,50",,"1,40",,OPEN,KPIX
2005-11-01,2006,RB,"3,20","5,00","1,40",,"1,20",,OPEN,KPIX
2006-02-23,2007,RB,"2,80","4,80","2,10",,"1,50",,OPEN,KPIX
2006-06-20,2007,RB,"2,80","5,10","2,30",,"1,60",,OPEN,KPIX
2006-10-20,2007,RB,"3,10","5,40","2,00",,"1,30",,OPEN,KPIX
2007-02-15,2008,RB,"2,90","4,80","2,10","3,64","1,60",,OPEN,KPIX
2007-06-19,2008,RB,"3,00","4,50","2,30","4,33","2,00",,OPEN,KPIX
2007-10-30,2008,RB,"2,80","5,80","2,90","4,41","2,00",,ILO,KPIX
2007-12-19,2008,RB,"2,40",,"3,60","4,36","2,70",,ILO,KPIX
2008-02-13,2009,RB,"2,00","5,90","2,50","4,30","2,20",,EU,KPIX
2008-04-23,2009,RB,"1,80","6,20","2,80","4,30","2,40",,EU,KPIX
2008-07-03,2009,RB,"1,20","6,50","3,50","4,75","3,10",,EU,KPIF
2008-09-04,2009,RB,"0,80","6,80","3,50","4,45","2,90",,EU,KPIF
2008-10-23,2009,RB,"0,10","6,90","2,10","3,23","2,00",,EU,KPIF
2008-12-04,2009,RB,"-0,50","7,40","1,20","2,05","1,70",,EU,KPIF
2009-02-11,2010,RB,"1,70","9,10","1,60","1,35","1,60",,EU,KPIF
2009-04-21,2010,RB,"1,30","10,70","1,30","0,57","1,80",,EU,KPIF
2009-07-02,2010,RB,"1,40","11,00","1,40","0,52","1,90",,EU,KPIF
