date,progyear,name,bnp,al,kpi,ranta,kpif,fso,u_def,p_def
2009-08-26,2010,SHB,2,11,"1,5",,"1,20",,ILO,KPIF
2009-12-09,2010,SHB,"2,8","9,3","1,2",,"1,10",,ILO,KPIF
2010-05-06,2011,SHB,"2,6","8,5","1,8",,"1,00",,EU,KPIF
2010-09-03,2011,SHB,"2,4",8,"1,6",,"1,30",,EU,KPIF
2010-12-02,2011,SHB,"3,5","7,3","1,9",,"1,3",,EU,KPIF
2011-05-01,2012,SHB,"2,9","6,8","2,3","3,00","1,4",,EU,KPIF
2011-09-01,2012,SHB,2,"7,5","1,5","2,00","1,2",,EU,KPIF
2011-12-01,2012,SHB,"1,2","7,8","1,1","1,50","0,8",,EU,KPIF
2012-04-27,2013,SHB,"1,9","8,2","1,2","1,50","1,3",,EU,KPIF
2012-08-30,2013,SHB,"1,9","8,2","0,9","1,00","1,2",,EU,KPIF
2012-12-13,2013,SHB,"1,30","8,40","0,30","1,00","0,80",,EU,KPIF
2013-04-25,2014,SHB,"3,10","8,50","1,30","1,50","1,10",,EU,KPIF
2013-08-29,2014,SHB,"2,90","8,30","1,20","1,50","1,10",,EU,KPIF
2013-12-05,2014,SHB,"3,10","7,90","1,00","1,30","1,00",,EU,KPIF
2014-05-15,2015,SHB,"3,10","7,70","2,10",,"1,70",,EU,KPIF
2014-08-28,2015,SHB,"3,30","7,70","1,90",,"1,70",,EU,KPIF
2014-12-11,2015,SHB,"2,90","7,70","1,20","0,25","1,40",,EU,KPIF
2007-02-15,2007,MarknF,,,,"3,83",,,OPEN,KPIZZZ
2007-06-19,2007,MarknF,,,,"4,05",,,OPEN,KPIZZZ
2007-10-30,2007,MarknF,,,,"4,13",,,OPEN,KPIZZZ
2007-12-19,2007,MarknF,,,,"4,02",,,OPEN,KPIZZZ
2008-02-13,2008,MarknF,,,,"3,76",,,OPEN,KPIZZZ
2008-04-23,2008,MarknF,,,,"4,25",,,OPEN,KPIZZZ
2008-07-03,2008,MarknF,,,,"4,72",,,OPEN,KPIZZZ
2008-09-04,2008,MarknF,,,,"4,78",,,OPEN,KPIZZZ
2008-10-23,2008,MarknF,,,,"3,71",,,OPEN,KPIZZZ
2008-12-04,2008,MarknF,,,,"2,61",,,OPEN,KPIZZZ
2009-02-11,2009,MarknF,,,,"1,06",,,OPEN,KPIZZZ
2009-04-21,2009,MarknF,,,,"0,45",,,OPEN,KPIZZZ
2009-07-02,2009,MarknF,,,,"0,49",,,OPEN,KPIZZZ
2009-09-03,2009,MarknF,,,,"0,28",,,OPEN,KPIZZZ
2009-10-22,2009,MarknF,,,,"0,18",,,OPEN,KPIZZZ
2009-12-16,2009,MarknF,,,,"0,25",,,OPEN,KPIZZZ
2010-02-11,2010,MarknF,,,,"0,87",,,OPEN,KPIZZZ
2010-04-20,2010,MarknF,,,,"0,89",,,OPEN,KPIZZZ
2010-07-01,2010,MarknF,,,,"1,01",,,OPEN,KPIZZZ
2010-09-02,2010,MarknF,,,,"1,02",,,OPEN,KPIZZZ
2010-10-26,2010,MarknF,,,,"1,15",,,OPEN,KPIZZZ
2010-12-15,2010,MarknF,,,,"1,25",,,OPEN,KPIZZZ
2011-02-01,2011,MarknF,,,,"2,46",,,OPEN,KPIZZZ
2011-04-01,2011,MarknF,,,,"2,58",,,OPEN,KPIZZZ
2011-07-01,2011,MarknF,,,,"2,27",,,OPEN,KPIZZZ
2011-09-01,2011,MarknF,,,,"1,97",,,OPEN,KPIZZZ
2011-10-20,2011,MarknF,,,,"1,71",,,OPEN,KPIZZZ
2011-12-20,2011,MarknF,,,,"1,79",,,OPEN,KPIZZZ
2012-02-15,2012,MarknF,,,,"1,01",,,OPEN,KPIZZZ
2012-04-17,2012,MarknF,,,,"1,10",,,OPEN,KPIZZZ
2012-07-03,2012,MarknF,,,,"1,03",,,OPEN,KPIZZZ
2012-09-05,2012,MarknF,,,,"1,04",,,OPEN,KPIZZZ
2012-10-23,2012,MarknF,,,,"0,98",,,OPEN,KPIZZZ
2012-12-17,2012,MarknF,,,,"1,12",,,OPEN,KPIZZZ
2013-02-12,2013,MarknF,,,,"0,81",,,OPEN,KPIZZZ
2013-04-16,2013,MarknF,,,,"0,84",,,OPEN,KPIZZZ
2013-07-02,2013,MarknF,,,,"0,88",,,OPEN,KPIZZZ
2013-09-04,2013,MarknF,,,,"0,97",,,OPEN,KPIZZZ
2013-10-23,2013,MarknF,,,,"0,96",,,OPEN,KPIZZZ
2013-12-16,2013,MarknF,,,,"0,82",,,OPEN,KPIZZZ
2007-02-15,2008,MarknF,,,,"4,07",,,OPEN,KPIZZZ
2007-06-19,2008,MarknF,,,,"4,44",,,OPEN,KPIZZZ
2007-10-30,2008,MarknF,,,,"4,36",,,OPEN,KPIZZZ
2007-12-19,2008,MarknF,,,,"4,31",,,OPEN,KPIZZZ
2008-02-13,2009,MarknF,,,,"3,82",,,OPEN,KPIZZZ
2008-04-23,2009,MarknF,,,,"4,22",,,OPEN,KPIZZZ
2008-07-03,2009,MarknF,,,,"4,83",,,OPEN,KPIZZZ
2008-09-04,2009,MarknF,,,,"4,17",,,OPEN,KPIZZZ
2008-10-23,2009,MarknF,,,,"3,02",,,OPEN,KPIZZZ
2008-12-04,2009,MarknF,,,,"1,61",,,OPEN,KPIZZZ
2009-02-11,2010,MarknF,,,,"1,76",,,OPEN,KPIZZZ
2009-04-21,2010,MarknF,,,,"1,67",,,OPEN,KPIZZZ
2009-07-02,2010,MarknF,,,,"1,59",,,OPEN,KPIZZZ
2009-09-03,2010,MarknF,,,,"1,63",,,OPEN,KPIZZZ
2009-10-22,2010,MarknF,,,,"1,61",,,OPEN,KPIZZZ
2009-12-16,2010,MarknF,,,,"1,21",,,OPEN,KPIZZZ
2010-02-11,2011,MarknF,,,,"2,12",,,OPEN,KPIZZZ
2010-04-20,2011,MarknF,,,,"1,91",,,OPEN,KPIZZZ
2010-07-01,2011,MarknF,,,,"1,71",,,OPEN,KPIZZZ
2010-09-02,2011,MarknF,,,,"1,44",,,OPEN,KPIZZZ
2010-10-26,2011,MarknF,,,,"1,77",,,OPEN,KPIZZZ
2010-12-15,2011,MarknF,,,,"1,99",,,OPEN,KPIZZZ
2011-02-01,2012,MarknF,,,,"2,93",,,OPEN,KPIZZZ
2011-04-01,2012,MarknF,,,,"3,01",,,OPEN,KPIZZZ
2011-07-01,2012,MarknF,,,,"2,46",,,OPEN,KPIZZZ
2011-09-01,2012,MarknF,,,,"1,53",,,OPEN,KPIZZZ
2011-10-20,2012,MarknF,,,,"1,35",,,OPEN,KPIZZZ
2011-12-20,2012,MarknF,,,,"0,64",,,OPEN,KPIZZZ
2012-02-15,2013,MarknF,,,,"1,00",,,OPEN,KPIZZZ
2012-04-17,2013,MarknF,,,,"1,09",,,OPEN,KPIZZZ
2012-07-03,2013,MarknF,,,,"0,90",,,OPEN,KPIZZZ
2012-09-05,2013,MarknF,,,,"0,78",,,OPEN,KPIZZZ
2012-10-23,2013,MarknF,,,,"0,75",,,OPEN,KPIZZZ
2012-12-17,2013,MarknF,,,,"0,67",,,OPEN,KPIZZZ
2013-02-12,2014,MarknF,,,,"1,10",,,OPEN,KPIZZZ
2013-04-16,2014,MarknF,,,,"0,94",,,OPEN,KPIZZZ
2013-07-02,2014,MarknF,,,,"1,17",,,OPEN,KPIZZZ
2013-09-04,2014,MarknF,,,,"1,37",,,OPEN,KPIZZZ
2013-10-23,2014,MarknF,,,,"1,07",,,OPEN,KPIZZZ
2013-12-16,2014,MarknF,,,,"0,77",,,OPEN,KPIZZZ
2009-09-01,2009,ESV,,,,,,"-2,1",OPEN,KPIZZZ
2009-12-01,2009,ESV,,,,,,"-1,5",OPEN,KPIZZZ
2009-09-01,2010,ESV,,,,,,"-2,7",OPEN,KPIZZZ
2009-12-01,2010,ESV,,,,,,"-2,1",OPEN,KPIZZZ
2010-03-01,2010,ESV,,,,,,"-1,0",OPEN,KPIZZZ
2010-06-01,2010,ESV,,,,,,"-0,6",OPEN,KPIZZZ
2010-08-01,2010,ESV,,,,,,"-0,5",OPEN,KPIZZZ
2010-12-01,2010,ESV,,,,,,"-0,7",OPEN,KPIZZZ
2010-03-01,2011,ESV,"3,3","9,2","2,0","2,5",,"-0,1",OPEN,KPIZZZ
2010-06-01,2011,ESV,"3,1","8,6","1,6","2,5","1,0","-0,5",OPEN,KPIZZZ
2010-08-01,2011,ESV,"3,1","8,1","1,9","2,5","1,2","-0,1",OPEN,KPIZZZ
2010-12-01,2011,ESV,"3,3","8,0","1,9","2,0","1,2","0,1",OPEN,KPIZZZ
2011-03-01,2011,ESV,"4,3","7,4","2,4","2,5","1,8","0,3",OPEN,KPIZZZ
2011-06-01,2011,ESV,"3,9","7,4","3,2","2,5","1,7","0,5",OPEN,KPIZZZ
2011-09-01,2011,ESV,"4,1","7,5","2,9","2,3","1,4","0,3",OPEN,KPIZZZ
2011-12-01,2011,ESV,"4,4","7,5","3,0","2,0","1,4","0,4",OPEN,KPIZZZ
2011-03-01,2012,ESV,"2,8","6,8","2,2","3,5","1,5","1,6",OPEN,KPIZZZ
2011-06-01,2012,ESV,"2,7","7,1","2,6","3,3","1,5","1,3",OPEN,KPIZZZ
2011-09-01,2012,ESV,"1,7","7,6","1,7","2,8","0,9","0,6",OPEN,KPIZZZ
2011-12-01,2012,ESV,"0,1","8,1","1,1","1,3","0,9","-0,3",OPEN,KPIZZZ
2012-03-01,2012,ESV,"0,0","8,0","1,1","1,3","0,9","-0,7",OPEN,KPIZZZ
2012-06-01,2012,ESV,"0,7","7,6","1,2","1,5","1,1","-0,6",OPEN,KPIZZZ
2012-09-01,2012,ESV,"1,2","7,6","1,0","1,5","0,9","-0,6",OPEN,KPIZZZ
2012-12-01,2012,ESV,"0,9","7,7","0,9","1,0","1,0","-0,8",OPEN,KPIZZZ
2012-03-01,2013,ESV,"1,7","8,2","1,7","1,8","1,3","-0,4",OPEN,KPIZZZ
2012-06-01,2013,ESV,"2,0","7,9","1,5","2,0","1,5","-0,3",OPEN,KPIZZZ
2012-09-01,2013,ESV,"1,9","7,8","1,3","1,8","1,3","-0,3",OPEN,KPIZZZ
2012-12-01,2013,ESV,"1,2","8,3","0,3","0,8","1,2","-1,5",OPEN,KPIZZZ
2013-03-01,2013,ESV,"1,3","8,5","0,3","1,0","1,0","-1,4",OPEN,KPIZZZ
2013-06-01,2013,ESV,"1,1","8,3","0,1","1,0","1,0","-1,6",OPEN,KPIZZZ
2013-09-01,2013,ESV,"1,3","8,1","0,0","1,0","0,9","-1,8",OPEN,KPIZZZ
2013-09-02,2013,ESV,"1,1","8,0",,,,"-1,6",OPEN,KPIZZZ
2013-12-01,2013,ESV,"0,9","8,0","0,0","1,0","0,9","-1,4",OPEN,KPIZZZ
2013-03-01,2014,ESV,"2,4","8,5","1,2","1,3","1,4","-0,8",OPEN,KPIZZZ
2013-06-01,2014,ESV,"2,3","8,3","1,1","1,3","1,4","-0,9",OPEN,KPIZZZ
2013-09-01,2014,ESV,"2,3","8,1","1,0","1,3","1,3","-1,4",OPEN,KPIZZZ
2013-09-02,2014,ESV,"2,4","7,8",,,,"-2,0",OPEN,KPIZZZ
2013-12-01,2014,ESV,"2,2","7,8","0,9","1,0","1,2","-2,3",OPEN,KPIZZZ
2014-04-01,2014,ESV,"2,4","7,9","0,1","0,8","0,7","-2,4",OPEN,KPIZZZ
2014-06-01,2014,ESV,"2,3","8,0","0,0","0,5","0,6","-2,4",OPEN,KPIZZZ
2014-09-01,2014,ESV,"2,0","7,9","0,0","0,3","0,6","-2,4",OPEN,KPIZZZ
2014-12-01,2014,ESV,,"8,0","-0,2","0,0","0,5",,OPEN,KPIZZZ
2014-04-01,2015,ESV,,,,,,"-1,4",OPEN,KPIZZZ
2014-06-01,2015,ESV,,,,,,"-1,4",OPEN,KPIZZZ
2014-09-01,2015,ESV,,,,,,"-1,8",OPEN,KPIZZZ
